timestamp,value,label
1482476580,0.0438811804166,0
1482476640,0.041252470248,0
1482476700,0.0439219951057,0
1482476760,0.12958400413,0
1482476820,0.111759147985,0
1482476880,0.0504354264525,0
1482476940,0.0636054894013,0
1482477000,0.0571703734195,0
1482477060,0.0463722718258,0
1482477120,0.0560767490577,0
1482477180,0.0426945892629,0
1482477240,0.0451530638052,0
1482477300,0.0439068204136,0
1482477360,0.0442057792902,0
1482477420,0.037406645119800006,0
1482477480,0.0503818789757,0
1482477540,0.0436003614019,0
1482477600,0.0440360669291,0
1482477660,0.06548383720869999,0
1482477720,0.052603139940300005,0
1482477780,0.0443788056645,0
1482477840,0.0535697852694,0
1482477900,0.0444177017144,0
1482477960,0.09381568505010003,0
1482478020,0.0374624600792,0
1482478080,0.0417575956311,0
1482478140,0.0504075189727,0
1482478200,0.0604299670517,0
1482478260,0.0391112688659,0
1482478320,0.042183533540400005,0
1482478380,0.051088635899800006,0
1482478440,0.0473495568815,0
1482478500,0.0405722254296,0
1482478560,0.0445057846973,0
1482478620,0.0402910575714,0
1482478680,0.0540363634461,0
1482478740,0.0600178084605,0
1482478800,0.054847424575699986,0
1482478860,0.052491510021400005,0
1482478920,0.0571914784511,0
1482478980,0.0450375966078,0
1482479040,0.0519141740345,0
1482479100,0.0557886043295,0
1482479160,0.043411811492,0
1482479220,0.0359116763151,0
1482479280,0.047869682535,0
1482479340,0.0577900938912,0
1482479400,0.0491590080984,0
1482479460,0.0444225855233,0
1482479520,0.0626834960398,0
1482479580,0.047371359600099985,0
1482479640,0.06673409230050001,0
1482479700,0.07256117406769999,0
1482479760,0.0415519523898,0
1482479820,0.0749688918812,0
1482479880,0.0676508530096,0
1482479940,0.0664520523335,0
1482480000,0.0578535834076,0
1482480060,0.0646342288727,0
1482480120,0.06157330161180001,0
1482480180,0.0560596557264,0
1482480240,0.055974712334900006,0
1482480300,0.0489933074375,0
1482480360,0.0807228909358,0
1482480420,0.0611627128163,0
1482480480,0.0590058134769,0
1482480540,0.05122171969380001,0
1482480600,0.0788806484303,0
1482480660,0.05110084542219999,0
1482480720,0.0702469463112,0
1482480780,0.0665666474221,0
1482480840,0.0604268274603,0
1482480900,0.053248325987300005,0
1482480960,0.07575152226580001,0
1482481020,0.0627033801191,0
1482481080,0.0646745202966,0
1482481140,0.0495350613877,0
1482481200,0.055944537372500006,0
1482481260,0.08397917055479999,0
1482481320,0.0480046849682,0
1482481380,0.0476399690925,0
1482481440,0.06959565550310001,0
1482481500,0.081110107217,0
1482481560,0.121738688314,0
1482481620,0.0557350568528,0
1482481680,0.0653026130122,0
1482481740,0.04907336702,0
1482481800,0.0839060878423,0
1482481860,0.0480196852385,0
1482481920,0.0646574269653,0
1482481980,0.05657594410130001,0
1482482040,0.0628795460848,0
1482482100,0.0776188815031,0
